customer_id,income,marital_status,age,occupation_business,occupation_doctor,occupation_engineer,occupation_lawyer,occupation_teacher,city_grp_t0,city_grp_t1,city_grp_t2,city_grp_t3,city_grp_unknown,card_type
c1924,6.29652961658261,0,48,0,0,1,0,0,0,0,0,1,0,silver
c1299,5.928447063209182,0,38,0,0,0,1,0,0,0,0,1,0,silver
c1468,6.162302675700624,1,41,0,0,0,0,1,0,1,0,0,0,silver
c2988,6.251961935042114,1,35,0,0,0,0,1,0,0,0,0,1,signature
c1723,5.920340940990337,0,49,1,0,0,0,0,1,0,0,0,0,silver
c3818,6.247764656770964,0,46,0,0,0,1,0,0,0,0,1,0,platinum
c1663,6.16253812105467,1,43,0,0,0,0,1,0,0,1,0,0,silver
c1535,6.269909465471254,1,34,0,0,1,0,0,0,0,1,0,0,silver
c1740,6.014011603711558,0,32,0,0,0,0,1,0,0,0,0,1,silver
c2194,5.914351091781705,1,33,0,0,1,0,0,0,0,0,0,1,silver
c4659,5.8407739673932335,0,42,0,1,0,0,0,1,0,0,0,0,platinum
c4696,6.080859082383173,1,41,0,0,0,1,0,0,1,0,0,0,platinum
c5312,6.2024272826811995,0,47,0,1,0,0,0,0,0,0,0,1,gold
c2600,6.2966311911303885,0,45,0,0,0,0,1,0,0,0,1,0,signature
c5126,6.090279925863747,0,49,0,0,0,0,1,0,0,0,1,0,gold
c2907,6.279642308998902,0,46,0,1,0,0,0,1,0,0,0,0,signature
c1674,6.288310720179203,1,48,0,1,0,0,0,1,0,0,0,0,silver
c3553,6.242868268403859,0,32,0,1,0,0,0,0,0,0,0,1,platinum
c1394,6.111155943811716,0,36,0,0,0,1,0,0,0,0,0,1,silver
c4796,6.0793010224238175,1,37,0,0,0,1,0,0,1,0,0,0,gold
c2613,6.265574346697716,1,49,0,0,1,0,0,0,0,0,0,1,signature
c5816,5.980200691991977,1,37,0,0,1,0,0,1,0,0,0,0,gold
c4463,6.110878470610123,0,33,0,1,0,0,0,0,1,0,0,0,platinum
c5617,6.061435137121016,0,44,0,0,1,0,0,1,0,0,0,0,gold
c3736,5.83962132206227,1,48,1,0,0,0,0,0,0,0,0,1,platinum
c3890,6.29718384041465,0,37,0,0,0,1,0,0,0,0,1,0,platinum
c2061,6.166152040845525,1,47,0,0,0,1,0,0,0,0,0,1,silver
c4025,6.195033519784339,0,45,0,1,0,0,0,0,1,0,0,0,platinum
c4709,6.206046414131804,0,32,0,0,0,1,0,0,0,1,0,0,platinum
c3636,6.009612769930297,1,38,1,0,0,0,0,0,0,0,0,1,platinum
c2686,6.189836881060885,1,31,1,0,0,0,0,0,1,0,0,0,signature
c4766,5.948669651847907,1,35,0,0,0,1,0,1,0,0,0,0,gold
c1191,6.263175732894288,0,39,0,0,0,0,1,1,0,0,0,0,silver
c3731,6.11809633404848,0,50,1,0,0,0,0,0,0,0,1,0,platinum
c5759,6.0630014116212285,1,40,0,1,0,0,0,0,0,0,0,1,gold
c4146,5.857693655101588,1,48,0,1,0,0,0,0,0,1,0,0,platinum
c2791,6.289873558472962,1,33,1,0,0,0,0,0,0,0,0,1,signature
c3503,6.104036536133666,0,44,0,0,1,0,0,0,1,0,0,0,platinum
c4399,6.273314545946251,1,45,0,1,0,0,0,0,0,0,0,1,platinum
c5001,5.798064746880082,1,34,0,0,0,1,0,0,1,0,0,0,gold
c3430,5.977674687260714,0,45,1,0,0,0,0,0,0,1,0,0,signature
c3018,6.168384328293861,1,38,0,1,0,0,0,0,0,0,1,0,signature
c3982,6.118730854541657,1,44,0,0,0,0,1,0,0,0,1,0,platinum
c1060,6.146885528768454,1,36,0,0,0,1,0,0,0,1,0,0,silver
c3154,6.1593009408477455,1,47,1,0,0,0,0,0,0,0,0,1,signature
c2462,5.799347442962076,1,41,0,0,0,1,0,0,1,0,0,0,signature
c3925,6.190598637175355,0,43,0,0,0,1,0,0,0,0,0,1,platinum
c3798,6.184075886214717,0,43,0,0,0,0,1,0,0,1,0,0,platinum
c4071,6.256178270282091,0,30,0,0,0,0,1,0,0,0,0,1,platinum
c1188,6.2392792032339734,0,47,0,0,0,0,1,0,0,1,0,0,silver
c5259,5.928787974206043,0,41,0,0,0,1,0,0,1,0,0,0,gold
c5747,5.983411567206635,1,46,1,0,0,0,0,0,0,0,1,0,gold
c3945,6.272247609774112,1,40,1,0,0,0,0,1,0,0,0,0,platinum
c1213,6.129539087223086,1,38,0,1,0,0,0,0,0,1,0,0,silver
c4285,6.199901836545561,0,42,0,0,0,0,1,0,0,1,0,0,platinum
c1338,6.216676195399181,1,43,0,1,0,0,0,0,0,0,1,0,silver
c4884,5.859519564184549,1,33,0,0,0,1,0,1,0,0,0,0,gold
c1741,6.240644083848704,1,40,1,0,0,0,0,0,0,1,0,0,silver
c5832,6.299873668617589,0,44,0,1,0,0,0,0,0,1,0,0,gold
c2888,5.849440298743637,0,37,0,1,0,0,0,0,0,0,0,1,signature
c1916,5.798684476289098,1,46,0,0,0,1,0,0,1,0,0,0,silver
c5686,6.284869769702633,1,43,1,0,0,0,0,0,0,0,0,1,gold
c3548,5.977038708847649,1,30,0,0,0,1,0,0,0,1,0,0,platinum
c3685,5.885373095108898,0,47,1,0,0,0,0,1,0,0,0,0,platinum
c3325,6.224223222709457,1,33,1,0,0,0,0,0,1,0,0,0,signature
c2960,5.974248180737645,0,49,1,0,0,0,0,0,0,0,1,0,signature
c3454,6.239400844394617,1,39,0,0,0,1,0,0,0,0,0,1,signature
c2527,6.283644005080763,1,48,0,1,0,0,0,1,0,0,0,0,signature
c5801,6.0532137070696805,1,47,1,0,0,0,0,0,0,1,0,0,gold
c5583,6.227196939512897,0,45,0,0,1,0,0,0,0,0,1,0,gold
c5386,5.857633985150008,1,43,0,0,0,0,1,0,1,0,0,0,gold
c4394,6.2786132325805655,1,44,0,0,1,0,0,0,0,0,0,1,platinum
c4715,6.093681483654123,1,41,0,0,0,0,1,0,1,0,0,0,platinum
c3210,6.186086027925923,1,38,0,0,1,0,0,0,1,0,0,0,signature
c3906,5.985478568331704,0,33,0,0,0,1,0,0,1,0,0,0,platinum
c3622,6.185189023115733,1,32,1,0,0,0,0,1,0,0,0,0,platinum
c1520,6.269198550677581,0,41,0,0,1,0,0,1,0,0,0,0,silver
c4078,6.230966955532751,1,34,0,1,0,0,0,0,0,0,1,0,platinum
c2918,5.824829770801772,0,41,1,0,0,0,0,1,0,0,0,0,signature
c5305,6.272906759301114,0,45,0,0,0,1,0,1,0,0,0,0,gold
c1254,5.967940909793843,0,42,0,1,0,0,0,1,0,0,0,0,silver
c4522,5.793698209521385,0,36,1,0,0,0,0,0,0,0,0,1,platinum
c4998,6.261575923900806,1,50,0,0,0,0,1,1,0,0,0,0,gold
c3295,6.243702630913975,0,45,1,0,0,0,0,0,0,1,0,0,signature
c2071,6.023143769500139,0,38,0,0,1,0,0,0,0,0,0,1,silver
c2663,6.067392643167137,0,33,0,1,0,0,0,0,0,1,0,0,signature
c4888,5.995813262692802,1,38,0,0,1,0,0,0,0,1,0,0,gold
c4676,6.232487866352987,0,39,0,0,0,0,1,0,1,0,0,0,platinum
c3893,6.160799453256672,1,34,1,0,0,0,0,0,1,0,0,0,platinum
c2982,6.2051250248541745,1,43,0,0,0,0,1,0,0,0,0,1,signature
c3873,6.118672698451347,0,45,0,0,0,0,1,1,0,0,0,0,platinum
c1155,5.881748603940773,0,32,0,0,0,1,0,1,0,0,0,0,silver
c3707,6.280541950016518,0,37,0,0,0,1,0,0,1,0,0,0,platinum
c3052,6.146131758186415,0,37,1,0,0,0,0,1,0,0,0,0,signature
c1388,6.024335814357293,1,39,0,1,0,0,0,0,1,0,0,0,silver
c3077,6.206587623096564,1,47,0,0,1,0,0,1,0,0,0,0,signature
c2185,5.985384255194047,0,33,0,0,1,0,0,0,1,0,0,0,silver
c5576,6.240998535551841,0,31,1,0,0,0,0,1,0,0,0,0,gold
c5718,6.194189262523989,1,35,1,0,0,0,0,0,0,0,0,1,gold
c2108,5.948769840474958,0,39,0,0,0,0,1,0,0,0,1,0,silver
c1566,6.085931376560605,1,41,0,0,0,1,0,0,1,0,0,0,silver
c1854,6.06706527381821,1,44,0,0,0,1,0,0,1,0,0,0,silver
c5646,6.261749719535408,0,35,0,0,0,1,0,0,0,1,0,0,gold
c5942,6.159897901034096,1,39,1,0,0,0,0,0,0,0,0,1,gold
c4689,6.206282803396743,1,49,1,0,0,0,0,0,0,0,0,1,platinum
c2081,5.992233533037,1,44,1,0,0,0,0,0,1,0,0,0,silver
c5556,6.150709478271364,0,34,0,1,0,0,0,1,0,0,0,0,gold
c3729,6.001698241093984,0,40,0,0,0,1,0,1,0,0,0,0,platinum
c5758,6.06432056569812,0,40,0,0,0,0,1,0,1,0,0,0,gold
c4736,6.218661521606396,0,41,1,0,0,0,0,0,0,0,0,1,platinum
c1182,5.864534812348904,1,39,0,1,0,0,0,0,0,0,0,1,silver
c3511,6.166954976114472,1,34,0,1,0,0,0,0,1,0,0,0,platinum
c3265,5.862925864452434,1,37,0,0,1,0,0,0,1,0,0,0,signature
c2215,5.89342939685905,0,50,0,0,0,0,1,1,0,0,0,0,silver
c3003,6.164792579358427,1,40,0,0,1,0,0,0,0,0,0,1,signature
c4304,5.982664634180813,1,41,0,0,0,0,1,1,0,0,0,0,platinum
c4577,5.834002104105432,1,34,1,0,0,0,0,0,1,0,0,0,platinum
c1082,6.135975287361177,1,44,0,1,0,0,0,1,0,0,0,0,silver
c2238,6.263610743866337,0,32,0,0,0,1,0,0,0,1,0,0,silver
c3188,6.141483010551035,1,31,0,0,0,1,0,0,1,0,0,0,signature
c2638,5.8985233412980405,1,41,0,0,0,1,0,0,0,0,0,1,signature
c3002,6.036855962425812,0,50,0,1,0,0,0,0,0,0,0,1,signature
c2614,6.257296899895552,1,33,0,0,1,0,0,0,0,0,0,1,signature
c3366,6.1854599909183685,0,41,0,0,1,0,0,1,0,0,0,0,signature
c2389,5.874535738766942,1,41,1,0,0,0,0,1,0,0,0,0,signature
c1521,6.286450855769619,0,35,0,1,0,0,0,0,0,1,0,0,silver
c1244,5.979679462686347,0,48,0,0,0,1,0,0,1,0,0,0,silver
c5883,6.276290120519248,0,36,0,0,1,0,0,0,1,0,0,0,gold
c3696,5.931787788808303,1,31,1,0,0,0,0,0,0,0,0,1,platinum
c5423,6.124053720475011,1,45,0,0,0,1,0,0,0,0,1,0,gold
c2100,6.091980169631463,1,33,1,0,0,0,0,0,1,0,0,0,silver
c5429,6.198858245145903,1,42,0,0,0,1,0,0,0,0,1,0,gold
c5969,6.221812875410526,1,44,1,0,0,0,0,0,0,0,1,0,gold
c1795,6.136371088975851,0,32,0,0,1,0,0,0,1,0,0,0,silver
c4575,6.28789887566492,1,43,0,1,0,0,0,0,1,0,0,0,platinum
c1719,6.267672404244044,0,30,0,0,0,0,1,1,0,0,0,0,silver
c5618,6.047734236450257,0,37,0,0,1,0,0,0,0,1,0,0,gold
c5755,5.814105694139914,1,41,0,1,0,0,0,0,0,1,0,0,gold
c1485,6.277545727040404,0,42,1,0,0,0,0,0,0,0,1,0,silver
c3131,6.116295856398603,0,39,1,0,0,0,0,0,0,0,1,0,signature
c3715,6.1565058408661875,1,47,1,0,0,0,0,0,0,0,0,1,platinum
c4815,5.818784572757242,1,44,0,0,0,0,1,0,1,0,0,0,gold
c1235,5.923524302050562,1,38,0,0,1,0,0,0,1,0,0,0,silver
c5963,6.176478477059972,0,49,0,0,1,0,0,0,0,0,0,1,gold
c5574,6.047546265304863,0,48,0,0,1,0,0,0,0,1,0,0,gold
c2640,6.251562546861962,1,35,0,0,0,1,0,0,0,1,0,0,signature
c3433,6.170829741339715,1,40,0,0,0,1,0,0,0,0,0,1,signature
c5798,6.202728556581535,0,33,0,0,0,0,1,0,1,0,0,0,gold
c3449,5.929952014212928,1,48,1,0,0,0,0,1,0,0,0,0,signature
c5213,5.822462959373171,0,30,1,0,0,0,0,0,0,1,0,0,gold
c5344,5.823335963273715,0,34,0,0,0,1,0,1,0,0,0,0,gold
c3289,6.007665860117744,1,45,0,1,0,0,0,0,0,0,0,1,signature
c1476,6.287726953205985,0,49,0,0,0,0,1,0,0,0,1,0,silver
c2040,6.065322721591812,1,46,0,0,0,0,1,0,1,0,0,0,silver
c1553,6.258862511580997,0,45,0,0,0,1,0,0,1,0,0,0,silver
c5881,6.1810511351246165,1,35,0,1,0,0,0,0,0,0,0,1,gold
c1298,6.193517234604993,0,50,0,0,0,0,1,0,0,1,0,0,silver
c3882,6.084345307691277,0,49,0,1,0,0,0,0,0,1,0,0,platinum
c2947,6.244287019138771,1,37,1,0,0,0,0,0,0,0,0,1,signature
c1390,6.0316035499493825,1,48,0,0,0,1,0,0,0,1,0,0,silver
c3879,6.096207277445081,1,45,1,0,0,0,0,0,0,1,0,0,platinum
c5082,6.199399151161294,0,32,0,0,0,1,0,0,0,1,0,0,gold
c1733,6.1639802736192815,1,31,1,0,0,0,0,0,1,0,0,0,silver
c5390,6.0765614407578115,1,45,0,0,0,1,0,0,0,0,0,1,gold
c1815,6.235808627948918,0,31,0,0,0,1,0,0,1,0,0,0,silver
c1093,6.281892919385595,0,48,0,0,0,0,1,0,0,0,0,1,silver
c3507,5.997631861787838,1,35,0,1,0,0,0,0,0,1,0,0,platinum
c5156,6.000858186018759,0,39,0,0,0,0,1,0,0,0,0,1,gold
c3858,6.211617852120981,0,48,0,0,0,1,0,0,0,0,1,0,platinum
c5887,5.970115717980172,0,42,0,0,0,1,0,0,0,0,0,1,gold
c2362,6.291833758445116,0,42,0,1,0,0,0,1,0,0,0,0,signature
c4101,6.094286260836391,0,46,0,1,0,0,0,1,0,0,0,0,platinum
c2006,5.931276792152967,0,46,0,0,0,1,0,0,0,0,0,1,silver
c4172,6.242761749523353,1,49,1,0,0,0,0,1,0,0,0,0,platinum
c2482,6.234834030850456,1,47,0,0,1,0,0,0,0,1,0,0,signature
c3486,6.296864305917071,0,47,0,1,0,0,0,0,0,1,0,0,signature
c1365,6.262993737334263,1,42,0,0,1,0,0,1,0,0,0,0,silver
c3240,6.211764560795134,1,31,0,1,0,0,0,1,0,0,0,0,signature
c4382,5.941283293584415,1,34,1,0,0,0,0,1,0,0,0,0,platinum
c3849,5.814273572692424,1,32,0,1,0,0,0,1,0,0,0,0,platinum
c2058,6.177549485285023,1,47,0,1,0,0,0,0,0,0,1,0,silver
c3164,6.280448836607914,1,44,1,0,0,0,0,0,0,0,0,1,signature
c5711,6.045272503792184,0,47,0,0,0,1,0,1,0,0,0,0,gold
c1103,5.925152683393988,0,44,0,0,1,0,0,0,0,0,0,1,silver
c1791,5.978511933872025,0,42,0,0,0,1,0,0,0,1,0,0,silver
c1780,6.212053032198683,0,47,0,0,0,0,1,1,0,0,0,0,silver
c4582,5.926681928075623,1,42,1,0,0,0,0,0,1,0,0,0,platinum
c3172,6.2756480614020935,0,47,0,0,0,0,1,0,1,0,0,0,signature
c4148,6.286188714513815,1,44,1,0,0,0,0,1,0,0,0,0,platinum
c2719,6.24213651092569,1,49,0,0,0,1,0,0,1,0,0,0,signature
c2740,5.832954474579566,1,35,0,0,0,1,0,0,0,0,1,0,signature
c1456,6.087735644165247,0,46,0,0,1,0,0,0,1,0,0,0,silver
c3302,6.293616868505525,0,33,0,0,0,0,1,0,1,0,0,0,signature
c1955,5.900812120731247,1,36,0,1,0,0,0,0,0,1,0,0,silver
c5424,5.89413820927103,1,33,0,0,0,0,1,0,0,0,0,1,gold
c3878,6.021402671362432,1,36,1,0,0,0,0,1,0,0,0,0,platinum
c4388,5.916922207642099,1,30,0,0,0,1,0,1,0,0,0,0,platinum
c2631,5.90806821793358,1,37,0,0,0,0,1,0,0,0,1,0,signature
c3848,5.966460880577648,0,40,0,0,1,0,0,1,0,0,0,0,platinum
c4127,6.182430916772226,1,46,0,1,0,0,0,0,0,0,1,0,platinum
c4579,6.155879021542039,1,39,0,0,1,0,0,1,0,0,0,0,platinum
c5695,6.101371370449305,0,42,0,0,0,1,0,0,1,0,0,0,gold
c4625,6.198343347072141,1,32,0,0,1,0,0,0,1,0,0,0,platinum
c4404,6.04270503336441,1,43,0,0,0,0,1,0,0,0,1,0,platinum
c5669,6.130843363294204,0,33,0,1,0,0,0,0,0,0,0,1,gold
c3842,6.19121591760104,0,35,0,0,0,0,1,1,0,0,0,0,platinum
c2297,5.960856381571019,0,42,1,0,0,0,0,0,1,0,0,0,signature
c5132,6.045472021855598,0,37,0,1,0,0,0,1,0,0,0,0,gold
c2036,5.9106558820954245,0,42,0,1,0,0,0,1,0,0,0,0,silver
c1116,6.301882980405876,1,43,0,1,0,0,0,1,0,0,0,0,silver
c4571,5.991412604993795,0,49,0,0,1,0,0,0,0,1,0,0,platinum
c4132,6.184460597316999,0,30,0,0,0,0,1,0,1,0,0,0,platinum
c2396,5.791408511544354,0,40,0,0,0,0,1,0,0,0,0,1,signature
c5797,6.216626353470342,0,35,0,1,0,0,0,1,0,0,0,0,gold
c4028,6.289421489481852,1,46,0,0,1,0,0,0,0,0,0,1,platinum
c2114,6.225861621771076,1,41,0,1,0,0,0,1,0,0,0,0,silver
c5385,5.9341589629007965,0,40,0,0,1,0,0,0,1,0,0,0,gold
c2862,6.2350264457623386,0,48,0,1,0,0,0,0,1,0,0,0,signature
c3339,5.899268806014476,0,38,0,0,1,0,0,0,0,0,1,0,signature
c5466,5.987399440377942,1,30,0,0,0,0,1,0,0,1,0,0,gold
c5827,6.285417772304419,1,45,0,0,1,0,0,0,0,0,1,0,gold
c1069,6.139545054755002,0,49,0,0,1,0,0,0,1,0,0,0,silver
c2027,6.174235468020562,1,45,0,1,0,0,0,1,0,0,0,0,silver
c2808,6.1814745666203414,1,35,0,0,0,1,0,0,0,0,0,1,signature
c1475,6.204237226338853,1,49,0,0,1,0,0,0,1,0,0,0,silver
c5479,6.090027614636077,0,33,0,1,0,0,0,0,0,0,1,0,gold
c3496,5.905392149571377,0,42,0,0,0,1,0,0,0,0,1,0,signature
c3905,6.266554827055604,0,39,1,0,0,0,0,0,0,0,1,0,platinum
c5584,6.1078460165085895,1,34,0,1,0,0,0,0,0,0,0,1,gold
c3236,5.8134195157509225,0,40,0,0,0,0,1,0,1,0,0,0,signature
c1144,6.284011126816262,0,33,0,0,1,0,0,0,0,0,0,1,silver
c1487,6.030867177946761,0,48,0,0,0,0,1,0,0,0,1,0,silver
c4844,6.152203006308759,0,33,0,0,0,0,1,1,0,0,0,0,gold
c4457,6.074174394896267,1,35,0,0,1,0,0,0,1,0,0,0,platinum
c4139,6.261116968935936,1,37,0,1,0,0,0,0,0,1,0,0,platinum
c2190,5.893102887612377,1,42,1,0,0,0,0,1,0,0,0,0,silver
c2347,6.157622656886488,0,44,0,0,0,0,1,0,0,1,0,0,signature
c5696,5.948921301339698,1,38,0,0,1,0,0,1,0,0,0,0,gold
c4216,6.258200853727696,1,32,0,0,0,0,1,0,0,0,0,1,platinum
c4064,6.194727413032289,0,46,0,0,1,0,0,0,1,0,0,0,platinum
c4011,6.2873961244458645,1,35,0,0,0,0,1,0,0,1,0,0,platinum
c1759,5.9598128917864175,0,35,0,1,0,0,0,0,0,0,1,0,silver
c2458,6.120875858301234,1,48,0,0,0,0,1,0,0,0,0,1,signature
c5052,6.210252688316664,1,34,0,0,0,1,0,0,1,0,0,0,gold
c1304,6.0121734699516525,0,44,1,0,0,0,0,1,0,0,0,0,silver
c1652,6.0892896015017834,1,41,0,1,0,0,0,0,0,1,0,0,silver
c1098,6.031163978553565,1,49,0,1,0,0,0,0,0,0,0,1,silver
c1941,5.8030656645387895,0,43,0,0,0,0,1,0,0,0,0,1,silver
c4157,6.280512356231785,1,32,0,0,1,0,0,0,1,0,0,0,platinum
c4344,5.805107844373338,0,40,0,1,0,0,0,0,0,0,1,0,platinum
c2066,6.266613830002628,1,48,0,0,0,1,0,0,0,0,0,1,silver
c3772,6.039218940269558,0,45,0,0,0,1,0,1,0,0,0,0,platinum
c1776,6.032702147054391,0,40,0,1,0,0,0,1,0,0,0,0,silver
c2848,6.205273130821737,1,39,0,0,0,1,0,1,0,0,0,0,signature
c3704,6.111351581953615,0,38,0,0,1,0,0,0,1,0,0,0,platinum
c1835,6.103945612900063,0,35,1,0,0,0,0,1,0,0,0,0,silver
c3792,6.276089392132214,0,46,1,0,0,0,0,1,0,0,0,0,platinum
c2227,6.245644170038741,1,40,0,0,1,0,0,0,0,0,0,1,silver
c1968,6.273658354485512,0,34,0,0,0,0,1,0,1,0,0,0,silver
c5998,6.076996324643748,0,47,1,0,0,0,0,1,0,0,0,0,gold
c3819,5.945822966613664,0,49,1,0,0,0,0,0,0,1,0,0,platinum
c1273,6.013707891851057,1,42,0,1,0,0,0,0,0,1,0,0,silver
c5300,6.049648226376677,0,43,0,0,0,0,1,0,1,0,0,0,gold
c4775,6.251102625414139,1,36,0,0,1,0,0,0,0,1,0,0,gold
c4348,6.2124180124310655,1,32,0,0,0,0,1,0,0,0,1,0,platinum
c5943,5.984270711278015,1,47,0,0,0,1,0,1,0,0,0,0,gold
c2158,5.997980620317377,1,42,0,0,1,0,0,0,0,0,0,1,silver
c5180,6.2665844470668635,1,34,0,0,0,1,0,0,0,0,0,1,gold
c1085,6.139062285745024,0,35,0,0,0,1,0,0,1,0,0,0,silver
c2489,6.118942265610019,1,39,1,0,0,0,0,0,0,0,0,1,signature
c4305,6.23807246124256,1,39,0,0,1,0,0,1,0,0,0,0,platinum
c5714,6.058580885085437,0,41,0,0,0,0,1,0,0,0,0,1,gold
c5697,5.969937963387492,1,39,0,0,0,1,0,0,0,0,1,0,gold
c5368,6.215771822410584,1,34,0,0,1,0,0,0,0,0,1,0,gold
c1843,6.045076808825501,0,43,0,0,1,0,0,0,0,0,1,0,silver
c5428,6.089570964568164,0,38,0,0,0,0,1,0,1,0,0,0,gold
c1602,6.035114610281245,1,42,0,0,0,0,1,0,0,0,0,1,silver
c4605,5.995706255153429,0,39,0,0,0,0,1,0,0,0,0,1,platinum
c4762,6.3002051390541345,0,44,0,1,0,0,0,0,0,0,0,1,gold
c1640,6.0447823174500614,1,50,0,0,1,0,0,1,0,0,0,0,silver
c5316,6.025091123212344,0,42,1,0,0,0,0,0,1,0,0,0,gold
c2628,6.043295065258012,0,42,1,0,0,0,0,0,0,1,0,0,signature
c4958,6.274336843342422,0,44,1,0,0,0,0,1,0,0,0,0,gold
c4699,5.998930319327186,0,36,0,0,0,1,0,0,0,0,0,1,platinum
c5168,6.18536789216962,0,38,0,1,0,0,0,0,1,0,0,0,gold
c1851,6.166980699950099,1,45,0,0,1,0,0,0,0,1,0,0,silver
c3861,5.95469924349343,0,46,0,0,1,0,0,0,0,0,1,0,platinum
c1574,6.038814021427265,0,31,0,0,1,0,0,1,0,0,0,0,silver
c5016,6.012226252999321,1,35,0,0,0,0,1,0,0,1,0,0,gold
c2442,6.293158509937484,1,48,0,1,0,0,0,1,0,0,0,0,signature
c2859,6.203809351037322,1,44,0,0,0,1,0,0,0,0,0,1,signature
c2453,6.076056502187968,1,33,0,0,1,0,0,0,1,0,0,0,signature
c5567,5.807708846367432,1,42,0,0,0,1,0,0,0,0,0,1,gold
c2930,6.001219955313771,0,45,0,1,0,0,0,1,0,0,0,0,signature
c1034,6.08464776085473,0,46,0,0,0,1,0,1,0,0,0,0,silver
c3678,6.1230427084802965,1,33,0,0,0,1,0,0,0,1,0,0,platinum
c1703,6.165038855940918,0,40,0,0,1,0,0,0,0,1,0,0,silver
c4254,6.249837461994409,0,31,0,0,1,0,0,0,1,0,0,0,platinum
c5036,6.292841973512014,0,35,1,0,0,0,0,0,0,0,0,1,gold
c2655,6.071918810363806,1,44,0,0,0,0,1,0,0,0,1,0,signature
c1164,5.980337945019835,0,38,1,0,0,0,0,0,1,0,0,0,silver
c3697,6.285679029417555,1,41,1,0,0,0,0,0,1,0,0,0,platinum
c3066,5.902916234446356,1,46,1,0,0,0,0,1,0,0,0,0,signature
c5311,6.246711736539815,1,35,0,0,0,0,1,0,0,1,0,0,gold
c2028,5.933488806358225,0,48,0,0,1,0,0,0,0,1,0,0,silver
c1896,5.843116244433015,0,44,0,0,0,1,0,0,0,0,1,0,silver
c5469,6.013845051207283,1,30,1,0,0,0,0,0,0,1,0,0,gold
c5358,5.847739805672927,0,39,1,0,0,0,0,0,1,0,0,0,gold
c5376,6.086581193240186,0,40,0,0,1,0,0,0,0,0,0,1,gold
